number,bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
1051,1503-98,F,Lake Arrowhead,2,Chl,33.68267,-98.4266,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1052,1504-98,F,Lake Arrowhead,2,Chl,33.68267,-98.4266,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1053,1505-98,F,Lake Arrowhead,2,Chl,33.68267,-98.4266,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1054,1506-98,F,Lake Arrowhead,3,Chl,33.76283,-98.3658,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1055,1507-98,F,Lake Arrowhead,3,Chl,33.76283,-98.3658,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1056,1508-98,F,Lake Arrowhead,3,Chl,33.76283,-98.3658,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1057,1509-98,F,Lake Arrowhead,4,Chl,33.70428,-98.3622,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1058,1510-98,F,Lake Arrowhead,4,Chl,33.70428,-98.3622,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1059,1511-98,F,Lake Arrowhead,4,Chl,33.70428,-98.3622,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1060,1512-98,F,Lake Arrowhead,5,Chl,33.67108,-98.3864,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1061,1513-98,F,Lake Arrowhead,5,Chl,33.67108,-98.3864,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1062,1514-98,F,Lake Arrowhead,5,Chl,33.67108,-98.3864,flame,8/27/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1063,1515-98,F,Lake Waco,1,Chl,31.5278,-97.23756,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1064,1516-98,F,Lake Waco,1,Chl,31.5278,-97.23756,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1065,1517-98,F,Lake Waco,1,Chl,31.5278,-97.23756,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1066,1518-98,F,Lake Waco,2,Chl,31.59106,-97.2631,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1067,1519-98,F,Lake Waco,2,Chl,31.59106,-97.2631,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1068,1520-98,F,Lake Waco,2,Chl,31.59106,-97.2631,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1069,1521-98,F,Lake Waco,3,Chl,31.57811,-97.22513,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1070,1522-98,F,Lake Waco,3,Chl,31.57811,-97.22513,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1071,1523-98,F,Lake Waco,3,Chl,31.57811,-97.22513,flame,9/16/2022,,surfacewater,0.25,0.7,TRUE,none,grab,MAB,MAB,Chl Run 9.17.2022,,11/30/2022
1072,0684-13,UF,Lake Bonham,BON1,DOC/DIC,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1073,0686-13,UF,Lake Bonham,BON2,DOC/DIC,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1074,0694-13,UF,Lake Bonham,BON3,DOC/DIC,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1075,0692-13,UF,Lake Bonham,BON4,DOC/DIC,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1076,0623-16,UF,Lake Bonham,BON1,UF bottle,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1077,0624-16,UF,Lake Bonham,BON2,UF bottle,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1078,0625-16,UF,Lake Bonham,BON3,UF bottle,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1079,0626-16,UF,Lake Bonham,BON4,UF bottle,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1080,0647-16,UF,Lake Bonham,BON1,F bottle,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1081,0648-16,UF,Lake Bonham,BON2,F bottle,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1082,0649-16,UF,Lake Bonham,BON3,F bottle,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1083,0650-16,UF,Lake Bonham,BON4,F bottle,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1084,0685-13,UF,Lake Bonham,BON1,tnp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1085,0683-13,UF,Lake Bonham,BON1,tnp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1086,0687-13,UF,Lake Bonham,BON2,tnp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1087,0688-13,UF,Lake Bonham,BON2,tnp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1088,0689-13,UF,Lake Bonham,BON3,tnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1089,0690-13,UF,Lake Bonham,BON3,tnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1090,0693-13,UF,Lake Bonham,BON4,tnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1091,0694-13,UF,Lake Bonham,BON4,tnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1092,0520-03,F,Lake Bonham,BON1,tdp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1093,0525-03,F,Lake Bonham,BON1,tdp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1094,0523-03,F,Lake Bonham,BON1,tdp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1095,0533-03,F,Lake Bonham,BON2,tdp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1096,0274-14,F,Lake Bonham,BON2,tdp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1097,0538-03,F,Lake Bonham,BON2,tdp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1098,0537-03,F,Lake Bonham,BON3,tdp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1099,0522-03,F,Lake Bonham,BON3,tdp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1100,0277-14,F,Lake Bonham,BON3,tdnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1101,0528-03,F,Lake Bonham,BON4,tdnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1102,0524-03,F,Lake Bonham,BON4,tdnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1103,0469-01,F,Lake Bonham,BON1,dnp/tdn,33.649117,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1104,0220-12,F,Lake Bonham,BON1,dnp/tdn,33.649117,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1105,0213-12,F,Lake Bonham,BON1,dnp/tdn,33.649117,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1106,0218-12,F,Lake Bonham,BON2,dnp/tdn,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1107,0211-12,F,Lake Bonham,BON2,dnp/tdn,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1108,0214-12,F,Lake Bonham,BON2,dnp/tdn,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1109,0221-12,F,Lake Bonham,BON3,dnp/tdn,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1110,0470-01,F,Lake Bonham,BON3,dnp/tdn,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1111,0471-01,F,Lake Bonham,BON3,dnp/tdn,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1112,0459-01,F,Lake Bonham,BON4,dnp/tdn,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1113,0467-01,F,Lake Bonham,BON4,dnp/tdn,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1114,0472-01,F,Lake Bonham,BON4,dnp/tdn,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1115,0771-01,F,Lake Bonham,BON1,ic,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1116,0781-01,F,Lake Bonham,BON1,ic,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1117,0811-01,F,Lake Bonham,BON1,ic,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1118,0779-01,F,Lake Bonham,BON2,ic,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1119,0803-01,F,Lake Bonham,BON2,ic,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1120,0786-01,F,Lake Bonham,BON2,ic,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1121,0808-01,F,Lake Bonham,BON3,ic,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1122,0780-01,F,Lake Bonham,BON3,ic,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1123,0810-01,F,Lake Bonham,BON3,ic,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1124,0775-01,F,Lake Bonham,BON4,ic,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1125,0809-01,F,Lake Bonham,BON4,ic,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1126,0806-01,F,Lake Bonham,BON4,ic,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1127,0667-13,UF,Lake Bonham,B1,DOC/DIC,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1128,0668-13,UF,Lake Bonham,B2,DOC/DIC,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1129,0673-13,UF,Lake Bonham,B3,DOC/DIC,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1130,0676-13,UF,Lake Bonham,B4,DOC/DIC,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1131,0677-13,UF,Lake Bonham,B5,DOC/DIC,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1132,0682-13,UF,Lake Bonham,B6,DOC/DIC,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1133,0627-16,UF,Lake Bonham,B1,UF bottle,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1134,0628-16,UF,Lake Bonham,B2,UF bottle,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1135,0629-16,UF,Lake Bonham,B3,UF bottle,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1136,0630-16,UF,Lake Bonham,B4,UF bottle,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1137,0631-16,UF,Lake Bonham,B5,UF bottle,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1138,0632-16,UF,Lake Bonham,B6,UF bottle,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1139,0641-16,UF,Lake Bonham,B1,F bottle,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1140,0642-16,UF,Lake Bonham,B2,F bottle,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1141,0643-16,UF,Lake Bonham,B3,F bottle,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1142,0644-16,UF,Lake Bonham,B4,F bottle,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1143,0645-16,UF,Lake Bonham,B5,F bottle,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1144,0646-16,UF,Lake Bonham,B6,F bottle,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1145,0665-13,UF,Lake Bonham,B1,tnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1146,0666-13,UF,Lake Bonham,B1,tnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1147,0669-13,UF,Lake Bonham,B2,tnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1148,0670-13,UF,Lake Bonham,B2,tnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1149,0671-13,UF,Lake Bonham,B3,tnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1150,0672-13,UF,Lake Bonham,B3,tnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1151,0675-13,UF,Lake Bonham,B4,tnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1152,0695-13,UF,Lake Bonham,B4,tnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1153,0678-13,UF,Lake Bonham,B5,tnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1154,0679-13,UF,Lake Bonham,B5,tnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1155,0680-13,UF,Lake Bonham,B6,tnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1156,0681-13,UF,Lake Bonham,B6,tnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1157,0527-03,F,Lake Bonham,B1,tdp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1158,0526-03,F,Lake Bonham,B1,tdp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1159,0535-03,F,Lake Bonham,B1,tdp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1160,0279-14,F,Lake Bonham,B2,tdp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1161,0532-03,F,Lake Bonham,B2,tdp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1162,0540-03,F,Lake Bonham,B2,tdp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1163,0534-03,F,Lake Bonham,B3,tdp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1164,0275-14,F,Lake Bonham,B3,tdp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1165,0278-14,F,Lake Bonham,B3,tdp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1166,0530-03,F,Lake Bonham,B4,tdp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1167,0531-03,F,Lake Bonham,B4,tdp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1168,0529-03,F,Lake Bonham,B4,tdp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1169,0521-03,F,Lake Bonham,B5,tdp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1170,0274-14,F,Lake Bonham,B5,tdp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1171,0541-03,F,Lake Bonham,B5,tdp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1172,0539-03,F,Lake Bonham,B6,tdp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1173,0276-14,F,Lake Bonham,B6,tdp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1174,0536-03,F,Lake Bonham,B6,tdp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1175,0212-12,F,Lake Bonham,B1,dnp/tdn,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1176,0465-01,F,Lake Bonham,B1,dnp/tdn,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1177,0466-01,F,Lake Bonham,B1,dnp/tdn,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1178,0209-12,F,Lake Bonham,B2,dnp/tdn,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1179,0463-01,F,Lake Bonham,B2,dnp/tdn,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1180,0468-01,F,Lake Bonham,B2,dnp/tdn,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1181,0456-01,F,Lake Bonham,B3,dnp/tdn,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1182,0457-01,F,Lake Bonham,B3,dnp/tdn,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1183,0217-12,F,Lake Bonham,B3,dnp/tdn,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1184,0210-12,F,Lake Bonham,B4,dnp/tdn,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1185,0458-01,F,Lake Bonham,B4,dnp/tdn,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1186,0464-01,F,Lake Bonham,B4,dnp/tdn,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1187,0462-01,F,Lake Bonham,B5,dnp/tdn,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1188,0216-12,F,Lake Bonham,B5,dnp/tdn,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1189,0215-12,F,Lake Bonham,B5,dnp/tdn,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1190,0219-12,F,Lake Bonham,B6,dnp/tdn,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1191,0460-01,F,Lake Bonham,B6,dnp/tdn,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1192,0461-01,F,Lake Bonham,B6,dnp/tdn,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1193,0783-01,F,Lake Bonham,B1,ic,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1194,0777-01,F,Lake Bonham,B1,ic,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1195,0802-01,F,Lake Bonham,B1,ic,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1196,0770-01,F,Lake Bonham,B2,ic,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1197,0785-01,F,Lake Bonham,B2,ic,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1198,0782-01,F,Lake Bonham,B2,ic,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1199,0772-01,F,Lake Bonham,B3,ic,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1200,0805-01,F,Lake Bonham,B3,ic,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1201,0787-01,F,Lake Bonham,B3,ic,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1202,0807-01,F,Lake Bonham,B4,ic,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1203,0784-01,F,Lake Bonham,B4,ic,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1204,0776-01,F,Lake Bonham,B4,ic,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/30/2022
1205,0789-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1206,0801-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1207,0773-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1208,0804-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
